,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salario
5106,persona_5106,37,M,Cajica,3,2,1,4266
5107,persona_5107,43,M,Zipa,1,4,2,6421
5108,persona_5108,36,M,Cajica,3,2,0,3983
5109,persona_5109,46,F,Cajica,1,5,1,2598
5110,persona_5110,45,F,Cajica,1,2,0,4457
5111,persona_5111,65,M,Cajica,0,4,0,4370
5112,persona_5112,65,F,Tenjo,3,4,0,2768
5113,persona_5113,48,M,Bogotá,3,4,0,2387
5114,persona_5114,66,M,Cajica,1,5,0,6462
5115,persona_5115,44,F,Tenjo,0,5,0,4524
5116,persona_5116,59,M,Chía,1,2,2,6615
5117,persona_5117,40,M,Tenjo,1,2,1,6128
5118,persona_5118,56,F,Zipa,2,2,2,3035
5119,persona_5119,31,F,Cajica,1,0,1,3574
5120,persona_5120,45,M,Chía,2,1,1,1357
5121,persona_5121,32,M,Cajica,3,4,2,3590
5122,persona_5122,70,F,Chía,0,3,1,6867
5123,persona_5123,27,F,Cajica,0,5,0,4744
5124,persona_5124,45,F,Cajica,0,0,0,3901
5125,persona_5125,23,F,Cajica,1,0,0,3039
5126,persona_5126,65,M,Bogotá,1,4,1,1667
5127,persona_5127,47,M,Tenjo,3,3,1,3833
5128,persona_5128,53,F,Tenjo,0,0,2,1611
5129,persona_5129,55,M,Chía,0,4,0,6359
5130,persona_5130,42,M,Tenjo,2,0,1,3294
5131,persona_5131,36,F,Zipa,0,4,1,2425
5132,persona_5132,45,F,Cajica,0,3,0,3219
5133,persona_5133,47,F,Chía,0,4,1,2976
5134,persona_5134,59,F,Cajica,3,0,0,3412
5135,persona_5135,44,F,Bogotá,2,4,2,4579
5136,persona_5136,37,F,Tenjo,3,3,2,5598
5137,persona_5137,41,M,Tenjo,2,0,1,2950
5138,persona_5138,69,M,Tenjo,2,3,2,4527
5139,persona_5139,22,F,Zipa,0,5,2,6474
5140,persona_5140,41,M,Bogotá,0,0,1,2336
5141,persona_5141,45,F,Chía,2,2,1,1925
5142,persona_5142,32,M,Bogotá,0,1,2,2197
5143,persona_5143,37,M,Zipa,1,5,0,6386
5144,persona_5144,50,M,Zipa,0,4,0,4299
5145,persona_5145,53,M,Zipa,1,3,0,5353
5146,persona_5146,39,M,Bogotá,0,1,1,6334
5147,persona_5147,22,M,Chía,1,3,1,6269
5148,persona_5148,57,F,Tenjo,3,0,0,3493
5149,persona_5149,63,M,Chía,2,4,0,6277
5150,persona_5150,43,M,Tenjo,2,4,1,5495
5151,persona_5151,66,F,Cajica,2,1,0,6266
5152,persona_5152,34,M,Bogotá,1,0,2,2460
5153,persona_5153,53,M,Bogotá,0,5,0,1598
5154,persona_5154,41,M,Chía,2,1,0,5484
5155,persona_5155,21,M,Bogotá,3,0,0,5203
5156,persona_5156,26,F,Tenjo,2,0,0,5793
5157,persona_5157,46,F,Cajica,2,3,1,1726
5158,persona_5158,28,F,Bogotá,1,2,1,2312
5159,persona_5159,57,M,Zipa,2,5,0,1791
5160,persona_5160,36,F,Zipa,0,2,2,3635
5161,persona_5161,22,F,Bogotá,2,1,0,2100
5162,persona_5162,64,F,Zipa,0,2,0,4285
5163,persona_5163,31,F,Cajica,0,5,0,1390
5164,persona_5164,27,F,Tenjo,3,5,1,3295
5165,persona_5165,56,M,Tenjo,0,5,2,2315
5166,persona_5166,61,M,Chía,0,5,1,4173
5167,persona_5167,39,F,Bogotá,1,4,0,4674
5168,persona_5168,53,M,Tenjo,3,5,0,3487
5169,persona_5169,66,F,Tenjo,2,4,0,6090
5170,persona_5170,33,F,Tenjo,2,0,2,4810
5171,persona_5171,32,F,Chía,1,2,1,3789
5172,persona_5172,65,F,Tenjo,0,3,0,1471
5173,persona_5173,62,F,Tenjo,1,5,2,5794
5174,persona_5174,65,M,Tenjo,3,3,0,4482
5175,persona_5175,22,M,Bogotá,2,3,1,3426
5176,persona_5176,21,M,Bogotá,0,4,0,2207
5177,persona_5177,63,F,Cajica,2,4,0,3631
5178,persona_5178,39,M,Zipa,3,1,2,6136
5179,persona_5179,35,M,Tenjo,3,1,0,5111
5180,persona_5180,20,F,Chía,2,4,1,3113
5181,persona_5181,21,F,Zipa,2,1,2,2933
5182,persona_5182,46,M,Tenjo,1,4,2,5646
5183,persona_5183,41,F,Bogotá,3,2,0,1671
5184,persona_5184,33,F,Chía,2,0,1,4819
5185,persona_5185,54,F,Bogotá,1,5,0,5548
5186,persona_5186,37,F,Zipa,1,4,2,5100
5187,persona_5187,62,F,Bogotá,1,2,0,5270
5188,persona_5188,30,M,Chía,3,5,2,1147
5189,persona_5189,61,F,Zipa,1,0,0,3414
5190,persona_5190,23,M,Zipa,1,2,0,4627
5191,persona_5191,31,F,Chía,1,2,2,6833
5192,persona_5192,32,M,Tenjo,3,0,2,968
5193,persona_5193,49,M,Cajica,1,4,0,4755
5194,persona_5194,27,M,Zipa,2,1,0,5851
5195,persona_5195,33,M,Chía,1,2,0,4653
5196,persona_5196,25,F,Cajica,2,2,1,4627
5197,persona_5197,58,F,Chía,3,0,0,4677
5198,persona_5198,36,F,Tenjo,1,2,1,4928
5199,persona_5199,50,F,Chía,1,4,1,2999
5200,persona_5200,21,M,Zipa,1,5,2,3067
5201,persona_5201,68,F,Chía,0,1,1,1661
5202,persona_5202,67,M,Chía,0,1,1,1286
5203,persona_5203,64,F,Bogotá,1,4,2,4278
5204,persona_5204,21,M,Bogotá,1,1,2,6063
5205,persona_5205,43,M,Cajica,3,3,2,5432
5206,persona_5206,32,M,Chía,2,0,0,1716
5207,persona_5207,58,F,Cajica,0,0,1,5647
5208,persona_5208,47,F,Cajica,3,1,2,2200
5209,persona_5209,42,F,Bogotá,2,5,2,6900
5210,persona_5210,65,F,Tenjo,1,5,1,1020
5211,persona_5211,21,M,Chía,0,5,0,4968
5212,persona_5212,55,F,Cajica,2,1,1,1786
5213,persona_5213,28,M,Cajica,1,0,2,1919
5214,persona_5214,53,F,Tenjo,2,2,1,2463
5215,persona_5215,53,F,Bogotá,2,0,0,6691
5216,persona_5216,54,M,Tenjo,0,1,0,6510
5217,persona_5217,70,F,Bogotá,0,5,1,1882
5218,persona_5218,53,F,Bogotá,1,5,1,2746
5219,persona_5219,60,M,Zipa,0,4,1,2307
5220,persona_5220,44,M,Tenjo,2,4,1,3246
5221,persona_5221,66,M,Cajica,2,4,2,2825
5222,persona_5222,41,F,Tenjo,3,2,2,5528
5223,persona_5223,58,M,Tenjo,2,0,2,4719
5224,persona_5224,66,F,Tenjo,1,5,0,952
5225,persona_5225,55,F,Tenjo,0,4,0,3105
5226,persona_5226,45,M,Bogotá,2,3,0,1134
5227,persona_5227,50,M,Bogotá,2,3,2,5471
5228,persona_5228,23,M,Bogotá,2,4,0,4515
5229,persona_5229,55,F,Zipa,2,5,1,3924
5230,persona_5230,67,M,Chía,3,0,1,5157
5231,persona_5231,48,F,Chía,3,0,0,942
5232,persona_5232,32,F,Cajica,1,2,1,3787
5233,persona_5233,56,F,Tenjo,1,3,1,3775
5234,persona_5234,49,F,Tenjo,1,0,2,2983
5235,persona_5235,26,M,Cajica,3,2,2,1796
5236,persona_5236,70,F,Cajica,0,2,0,5254
5237,persona_5237,28,F,Cajica,3,4,1,3415
5238,persona_5238,29,F,Tenjo,3,2,1,5933
5239,persona_5239,49,M,Tenjo,0,0,2,4496
5240,persona_5240,20,M,Chía,1,0,0,2798
5241,persona_5241,56,F,Zipa,0,3,1,6595
5242,persona_5242,55,M,Zipa,1,5,1,3483
5243,persona_5243,68,M,Zipa,2,0,1,3207
5244,persona_5244,31,F,Zipa,0,4,0,6492
5245,persona_5245,43,F,Chía,2,2,0,6502
5246,persona_5246,42,M,Cajica,2,5,0,995
5247,persona_5247,59,M,Zipa,1,3,1,6345
5248,persona_5248,63,F,Chía,0,0,1,2246
5249,persona_5249,34,F,Tenjo,0,3,1,6910
5250,persona_5250,23,M,Chía,1,0,2,3267
5251,persona_5251,68,F,Cajica,3,3,0,2396
5252,persona_5252,37,F,Zipa,1,3,1,2532
5253,persona_5253,39,M,Tenjo,2,1,2,2916
5254,persona_5254,20,F,Cajica,0,1,2,1180
5255,persona_5255,36,M,Cajica,0,1,1,5906
5256,persona_5256,45,M,Cajica,2,2,1,3632
5257,persona_5257,39,M,Tenjo,1,5,0,4872
5258,persona_5258,70,F,Zipa,0,1,2,2872
5259,persona_5259,59,M,Zipa,2,5,0,6234
5260,persona_5260,27,F,Cajica,0,0,1,4139
5261,persona_5261,57,M,Cajica,1,1,2,3606
5262,persona_5262,39,M,Tenjo,1,3,1,3138
5263,persona_5263,35,M,Zipa,2,0,2,1975
5264,persona_5264,48,M,Bogotá,2,2,2,6647
5265,persona_5265,28,F,Chía,2,0,1,5195
5266,persona_5266,26,M,Chía,2,5,2,6441
5267,persona_5267,51,M,Chía,0,1,2,6353
5268,persona_5268,52,F,Cajica,0,0,2,946
5269,persona_5269,64,F,Zipa,2,5,1,5746
5270,persona_5270,46,F,Chía,1,2,1,5831
5271,persona_5271,53,M,Zipa,3,1,0,1056
5272,persona_5272,23,M,Tenjo,0,5,1,5301
5273,persona_5273,49,M,Cajica,3,2,0,5362
5274,persona_5274,49,F,Bogotá,1,5,2,1087
5275,persona_5275,69,F,Zipa,0,5,2,4329
5276,persona_5276,41,M,Bogotá,0,0,1,6031
5277,persona_5277,41,F,Zipa,0,2,2,2231
5278,persona_5278,55,M,Tenjo,1,1,0,2160
5279,persona_5279,21,M,Chía,2,1,1,4097
5280,persona_5280,59,M,Tenjo,1,4,0,2252
5281,persona_5281,68,F,Chía,1,3,2,4639
5282,persona_5282,69,F,Zipa,0,4,2,5822
5283,persona_5283,49,M,Cajica,0,3,0,3621
5284,persona_5284,70,M,Chía,2,0,0,3320
5285,persona_5285,21,M,Tenjo,0,4,2,6232
5286,persona_5286,27,M,Chía,2,1,0,3689
5287,persona_5287,69,M,Tenjo,3,0,0,1562
5288,persona_5288,35,F,Zipa,1,2,2,5331
5289,persona_5289,20,M,Chía,2,3,0,4346
5290,persona_5290,29,F,Tenjo,1,3,2,6440
5291,persona_5291,23,M,Bogotá,0,2,0,1552
5292,persona_5292,27,F,Bogotá,1,1,1,5843
5293,persona_5293,67,F,Chía,2,3,1,1313
5294,persona_5294,46,F,Chía,1,3,0,3566
5295,persona_5295,40,F,Cajica,3,3,2,4413
5296,persona_5296,53,F,Bogotá,0,5,2,4079
5297,persona_5297,41,M,Zipa,2,4,1,5529
5298,persona_5298,66,F,Bogotá,0,1,1,4653
5299,persona_5299,47,M,Zipa,3,4,1,2702
5300,persona_5300,62,M,Bogotá,1,4,1,5361
5301,persona_5301,25,F,Cajica,0,3,0,6620
5302,persona_5302,28,M,Cajica,2,3,2,1274
5303,persona_5303,65,F,Cajica,0,4,1,6483
5304,persona_5304,64,F,Zipa,0,3,0,6065
5305,persona_5305,70,F,Tenjo,1,3,1,5301
5306,persona_5306,51,M,Cajica,0,1,2,1476
5307,persona_5307,69,M,Bogotá,2,3,2,5584
5308,persona_5308,67,M,Bogotá,2,2,0,5993
5309,persona_5309,32,M,Zipa,2,5,2,4285
5310,persona_5310,60,F,Chía,0,3,1,6133
5311,persona_5311,65,M,Zipa,2,2,1,1986
5312,persona_5312,62,M,Tenjo,2,3,1,1812
5313,persona_5313,24,F,Bogotá,0,4,0,3421
5314,persona_5314,36,F,Chía,1,4,0,1140
5315,persona_5315,52,M,Tenjo,2,0,1,5322
5316,persona_5316,64,F,Tenjo,0,4,1,1238
5317,persona_5317,40,M,Bogotá,3,3,0,5113
5318,persona_5318,50,M,Tenjo,1,2,0,2982
5319,persona_5319,37,F,Zipa,2,2,0,2229
5320,persona_5320,34,F,Bogotá,1,3,0,5853
5321,persona_5321,58,F,Bogotá,2,2,1,2302
5322,persona_5322,48,M,Zipa,2,1,2,2876
5323,persona_5323,27,M,Bogotá,2,5,0,2594
5324,persona_5324,39,F,Chía,2,0,2,5672
5325,persona_5325,65,M,Chía,1,5,2,3974
5326,persona_5326,39,F,Cajica,1,5,1,7000
5327,persona_5327,29,F,Bogotá,2,1,2,1771
5328,persona_5328,22,F,Cajica,2,0,0,4891
5329,persona_5329,25,F,Zipa,2,4,1,4459
5330,persona_5330,26,M,Tenjo,0,3,0,5567
5331,persona_5331,25,M,Zipa,1,5,1,3510
5332,persona_5332,61,M,Zipa,3,2,2,3997
5333,persona_5333,41,M,Bogotá,1,4,2,4071
5334,persona_5334,45,F,Chía,1,1,1,6206
5335,persona_5335,20,M,Zipa,1,1,2,3105
5336,persona_5336,26,F,Chía,0,2,0,5166
5337,persona_5337,27,M,Zipa,0,4,1,5912
5338,persona_5338,57,M,Bogotá,0,3,1,6520
5339,persona_5339,50,M,Zipa,3,3,2,2790
5340,persona_5340,43,F,Chía,2,4,2,2110
5341,persona_5341,20,M,Chía,2,4,2,1611
5342,persona_5342,47,M,Tenjo,2,5,2,6925
5343,persona_5343,49,F,Tenjo,0,2,1,6514
5344,persona_5344,31,F,Tenjo,2,0,0,1312
5345,persona_5345,70,M,Cajica,2,0,1,1303
5346,persona_5346,20,F,Bogotá,2,2,1,6253
5347,persona_5347,36,M,Bogotá,1,2,0,3660
5348,persona_5348,65,M,Cajica,3,5,1,6900
5349,persona_5349,27,F,Bogotá,3,5,0,4472
5350,persona_5350,31,F,Bogotá,3,4,2,2485
5351,persona_5351,40,M,Tenjo,1,3,1,4982
5352,persona_5352,29,F,Tenjo,1,2,0,6127
5353,persona_5353,64,F,Chía,0,1,1,4490
5354,persona_5354,28,M,Cajica,3,3,2,6802
5355,persona_5355,27,F,Bogotá,2,2,0,5956
5356,persona_5356,70,M,Cajica,3,4,0,4729
5357,persona_5357,58,F,Cajica,1,0,1,3155
5358,persona_5358,37,F,Tenjo,2,0,2,3726
5359,persona_5359,23,M,Zipa,3,0,1,1113
5360,persona_5360,47,M,Cajica,3,0,1,6008
5361,persona_5361,68,F,Bogotá,3,0,0,4906
5362,persona_5362,70,M,Chía,1,3,2,1042
5363,persona_5363,52,F,Tenjo,3,2,2,4370
5364,persona_5364,52,F,Tenjo,0,3,2,5874
5365,persona_5365,43,M,Chía,2,5,1,5562
5366,persona_5366,38,M,Bogotá,3,2,2,5491
5367,persona_5367,36,F,Cajica,2,5,1,2697
5368,persona_5368,48,M,Zipa,3,4,0,4637
5369,persona_5369,63,M,Tenjo,0,4,1,6449
5370,persona_5370,38,M,Chía,0,2,1,5150
5371,persona_5371,47,M,Tenjo,3,0,1,2531
5372,persona_5372,58,M,Zipa,1,3,0,4868
5373,persona_5373,25,M,Zipa,2,2,0,3896
5374,persona_5374,67,M,Bogotá,3,5,1,3921
5375,persona_5375,63,M,Zipa,2,0,2,6941
5376,persona_5376,46,F,Cajica,2,5,2,6810
5377,persona_5377,29,M,Chía,1,3,1,6117
5378,persona_5378,66,M,Chía,2,2,2,3073
5379,persona_5379,39,M,Tenjo,0,2,0,1303
5380,persona_5380,33,F,Cajica,2,5,2,5991
5381,persona_5381,53,M,Cajica,1,3,1,984
5382,persona_5382,20,F,Zipa,2,4,1,1546
5383,persona_5383,58,M,Chía,0,5,0,4788
5384,persona_5384,51,F,Bogotá,0,5,0,2498
5385,persona_5385,52,M,Zipa,3,4,0,2986
5386,persona_5386,43,F,Cajica,0,3,1,5715
5387,persona_5387,61,M,Bogotá,1,5,2,2687
5388,persona_5388,68,M,Bogotá,3,5,1,2497
5389,persona_5389,56,F,Chía,3,1,0,2793
5390,persona_5390,23,M,Tenjo,2,4,1,6171
5391,persona_5391,46,M,Chía,1,1,2,5099
5392,persona_5392,52,F,Bogotá,1,5,1,1008
5393,persona_5393,66,M,Cajica,3,4,2,6156
5394,persona_5394,22,F,Cajica,1,5,0,6439
5395,persona_5395,51,F,Tenjo,3,0,0,6915
5396,persona_5396,62,F,Bogotá,3,3,2,5063
5397,persona_5397,43,F,Cajica,0,0,2,2782
5398,persona_5398,22,M,Bogotá,1,1,1,1052
5399,persona_5399,31,F,Tenjo,1,0,2,1387
5400,persona_5400,28,F,Zipa,1,3,1,2015
5401,persona_5401,50,M,Bogotá,0,0,1,2278
5402,persona_5402,49,M,Bogotá,2,5,2,6272
5403,persona_5403,27,F,Cajica,2,4,2,2893
5404,persona_5404,40,F,Chía,0,0,1,4536
5405,persona_5405,49,F,Tenjo,1,5,2,1371
5406,persona_5406,62,F,Tenjo,0,1,1,6992
5407,persona_5407,27,F,Bogotá,1,2,2,2290
5408,persona_5408,63,M,Bogotá,0,5,2,4241
5409,persona_5409,48,F,Zipa,1,3,1,5169
5410,persona_5410,43,F,Cajica,0,5,1,3651
5411,persona_5411,31,F,Chía,1,5,0,5734
5412,persona_5412,29,M,Bogotá,2,4,0,5702
5413,persona_5413,26,F,Chía,2,2,0,3706
5414,persona_5414,59,F,Tenjo,1,1,0,2985
5415,persona_5415,21,F,Bogotá,0,2,0,2185
5416,persona_5416,64,M,Zipa,0,3,2,1885
5417,persona_5417,21,M,Chía,1,0,0,3392
5418,persona_5418,41,F,Zipa,3,4,1,5898
5419,persona_5419,41,F,Tenjo,0,4,1,1657
5420,persona_5420,45,M,Chía,2,2,0,1097
5421,persona_5421,65,M,Cajica,0,5,2,2811
5422,persona_5422,22,F,Chía,2,1,2,2451
5423,persona_5423,58,M,Chía,1,2,1,1871
5424,persona_5424,49,M,Chía,0,0,0,5778
5425,persona_5425,65,M,Cajica,1,0,2,6755
5426,persona_5426,20,M,Tenjo,1,1,1,1722
5427,persona_5427,37,F,Tenjo,2,2,0,5120
5428,persona_5428,57,F,Zipa,3,0,1,6289
5429,persona_5429,28,F,Zipa,3,3,0,3761
5430,persona_5430,45,F,Zipa,0,1,0,4958
5431,persona_5431,41,M,Cajica,0,3,0,3642
5432,persona_5432,62,F,Zipa,2,1,1,1404
5433,persona_5433,58,F,Cajica,3,0,2,5507
5434,persona_5434,68,F,Chía,3,2,1,3935
5435,persona_5435,56,M,Tenjo,3,1,0,1272
5436,persona_5436,55,M,Cajica,0,5,1,4183
5437,persona_5437,27,M,Cajica,2,0,2,5578
5438,persona_5438,35,F,Zipa,1,0,0,4676
5439,persona_5439,50,M,Bogotá,3,1,2,5978
5440,persona_5440,33,M,Zipa,3,2,1,5619
5441,persona_5441,24,F,Chía,1,3,2,4021
5442,persona_5442,47,F,Cajica,0,3,2,5772
5443,persona_5443,68,F,Zipa,2,4,0,3136
5444,persona_5444,23,M,Bogotá,0,5,0,1912
5445,persona_5445,23,M,Chía,3,4,1,4791
5446,persona_5446,44,F,Tenjo,3,2,2,1938
5447,persona_5447,33,M,Tenjo,3,0,0,3692
5448,persona_5448,65,F,Bogotá,1,0,1,2503
5449,persona_5449,40,M,Cajica,0,3,0,5869
5450,persona_5450,61,F,Tenjo,1,4,2,5364
5451,persona_5451,54,F,Bogotá,2,1,1,6880
5452,persona_5452,53,M,Tenjo,1,3,0,4025
5453,persona_5453,25,F,Bogotá,1,1,1,1200
5454,persona_5454,60,M,Bogotá,2,1,2,6961
5455,persona_5455,32,F,Tenjo,1,0,2,6124
5456,persona_5456,30,M,Bogotá,2,2,0,6041
5457,persona_5457,24,F,Chía,3,0,0,2279
5458,persona_5458,32,F,Chía,3,0,1,6006
5459,persona_5459,24,M,Chía,0,0,2,2375
5460,persona_5460,53,F,Tenjo,3,3,0,1096
5461,persona_5461,30,M,Bogotá,3,2,2,2125
5462,persona_5462,20,M,Tenjo,1,5,2,1280
5463,persona_5463,58,F,Bogotá,0,5,1,4592
5464,persona_5464,69,M,Tenjo,3,2,1,6956
5465,persona_5465,46,M,Bogotá,0,1,1,6512
5466,persona_5466,61,M,Zipa,2,0,1,6111
5467,persona_5467,46,M,Bogotá,1,3,1,2685
5468,persona_5468,59,F,Bogotá,2,0,2,1583
5469,persona_5469,69,M,Zipa,0,4,2,4686
5470,persona_5470,27,M,Cajica,0,5,0,2528
5471,persona_5471,42,M,Zipa,1,3,1,4229
5472,persona_5472,24,F,Cajica,0,4,1,4896
5473,persona_5473,63,M,Bogotá,2,5,2,2970
5474,persona_5474,48,M,Chía,2,3,1,2218
5475,persona_5475,59,F,Tenjo,0,5,2,4604
5476,persona_5476,55,M,Zipa,2,2,1,4662
5477,persona_5477,58,M,Cajica,1,0,1,2821
5478,persona_5478,55,M,Bogotá,0,3,0,5865
5479,persona_5479,22,M,Tenjo,3,1,1,2642
5480,persona_5480,36,M,Cajica,3,3,2,4133
5481,persona_5481,54,F,Tenjo,2,2,0,6156
5482,persona_5482,49,F,Chía,2,4,2,1267
5483,persona_5483,50,M,Tenjo,3,1,2,3010
5484,persona_5484,23,M,Bogotá,3,3,0,2043
5485,persona_5485,47,F,Tenjo,1,2,2,2953
5486,persona_5486,60,M,Bogotá,3,3,0,3167
5487,persona_5487,26,M,Tenjo,1,4,2,6009
5488,persona_5488,62,F,Bogotá,0,2,1,2034
5489,persona_5489,39,F,Tenjo,2,5,2,6365
5490,persona_5490,53,F,Tenjo,0,4,2,6809
5491,persona_5491,31,M,Bogotá,1,5,2,4424
5492,persona_5492,45,M,Tenjo,1,0,1,5740
5493,persona_5493,29,M,Tenjo,1,4,2,5122
5494,persona_5494,41,F,Cajica,3,5,0,4911
5495,persona_5495,65,F,Tenjo,3,3,0,1883
5496,persona_5496,48,F,Tenjo,0,2,0,5579
5497,persona_5497,64,M,Cajica,3,3,2,6541
5498,persona_5498,59,F,Bogotá,3,5,2,2538
5499,persona_5499,55,M,Chía,1,1,0,3503
5500,persona_5500,32,M,Tenjo,1,4,2,3996
5501,persona_5501,57,M,Tenjo,0,0,0,5654
5502,persona_5502,29,M,Bogotá,3,2,2,3709
5503,persona_5503,61,F,Chía,3,1,2,4069
5504,persona_5504,23,F,Cajica,3,0,2,2772
5505,persona_5505,51,M,Bogotá,2,3,1,2117
5506,persona_5506,52,M,Chía,2,2,0,6530
5507,persona_5507,52,F,Zipa,0,4,2,1510
5508,persona_5508,38,M,Bogotá,0,0,1,6892
5509,persona_5509,22,F,Chía,1,2,1,3991
5510,persona_5510,51,F,Zipa,2,2,2,1980
5511,persona_5511,58,F,Cajica,3,2,1,6798
5512,persona_5512,45,M,Cajica,2,5,2,6147
5513,persona_5513,26,M,Chía,2,2,2,2925
5514,persona_5514,32,M,Bogotá,3,3,1,5110
5515,persona_5515,36,M,Chía,3,1,0,2361
5516,persona_5516,34,F,Zipa,1,1,1,6968
5517,persona_5517,60,M,Cajica,2,3,0,1288
5518,persona_5518,51,M,Tenjo,2,1,1,4679
5519,persona_5519,50,F,Bogotá,0,5,0,6428
5520,persona_5520,36,M,Cajica,1,4,2,3602
5521,persona_5521,65,M,Cajica,0,0,2,5789
5522,persona_5522,22,M,Zipa,0,4,1,988
5523,persona_5523,63,F,Cajica,2,3,2,4380
5524,persona_5524,48,F,Zipa,0,3,0,1892
5525,persona_5525,58,F,Zipa,1,1,1,6795
5526,persona_5526,70,M,Tenjo,3,4,1,1975
5527,persona_5527,48,M,Cajica,1,0,1,2501
5528,persona_5528,60,M,Zipa,3,3,0,4905
5529,persona_5529,52,M,Chía,2,0,2,4242
5530,persona_5530,57,M,Bogotá,1,4,1,6503
5531,persona_5531,39,F,Chía,2,4,0,1550
5532,persona_5532,65,F,Zipa,1,4,2,1151
5533,persona_5533,48,M,Chía,3,2,1,2262
5534,persona_5534,43,M,Bogotá,1,2,2,1382
5535,persona_5535,45,M,Bogotá,3,1,1,2974
5536,persona_5536,39,F,Tenjo,2,2,0,4690
5537,persona_5537,30,F,Cajica,2,0,2,2454
5538,persona_5538,67,M,Cajica,1,4,0,2808
5539,persona_5539,28,M,Cajica,3,3,2,6684
5540,persona_5540,46,F,Tenjo,2,2,1,2296
5541,persona_5541,61,F,Chía,1,0,1,3845
5542,persona_5542,50,M,Chía,1,1,2,4232
5543,persona_5543,55,F,Cajica,2,3,2,3373
5544,persona_5544,58,F,Tenjo,1,3,2,5264
5545,persona_5545,35,F,Chía,2,2,0,4559
5546,persona_5546,34,F,Chía,2,2,2,1063
5547,persona_5547,60,F,Zipa,1,5,0,1048
5548,persona_5548,28,M,Bogotá,1,3,1,1598
5549,persona_5549,23,M,Zipa,1,0,1,3672
5550,persona_5550,48,M,Chía,3,3,0,4740
5551,persona_5551,36,F,Cajica,0,5,0,2862
5552,persona_5552,38,M,Bogotá,2,0,1,1683
5553,persona_5553,66,F,Bogotá,2,2,1,6577
5554,persona_5554,52,F,Cajica,3,5,1,1652
5555,persona_5555,63,M,Cajica,2,0,2,1556
5556,persona_5556,31,M,Tenjo,0,4,1,1155
5557,persona_5557,46,F,Chía,3,4,0,3845
5558,persona_5558,67,F,Cajica,2,3,1,2379
5559,persona_5559,61,M,Bogotá,3,1,2,2259
5560,persona_5560,27,F,Cajica,0,4,1,1186
5561,persona_5561,58,M,Tenjo,3,0,1,3118
5562,persona_5562,32,M,Bogotá,2,2,1,2557
5563,persona_5563,55,F,Bogotá,3,2,2,1438
5564,persona_5564,66,M,Bogotá,2,4,0,2621
5565,persona_5565,40,F,Cajica,0,2,1,3950
5566,persona_5566,55,M,Tenjo,1,1,0,3746
5567,persona_5567,30,M,Zipa,0,3,1,1894
5568,persona_5568,37,F,Cajica,3,4,0,1001
5569,persona_5569,53,M,Tenjo,2,3,2,3425
5570,persona_5570,35,M,Tenjo,3,4,0,6897
5571,persona_5571,58,M,Zipa,0,0,0,6469
5572,persona_5572,28,F,Cajica,0,3,0,5333
5573,persona_5573,20,F,Cajica,0,0,1,1855
5574,persona_5574,37,F,Tenjo,0,3,1,4898
5575,persona_5575,33,F,Zipa,3,3,1,2386
5576,persona_5576,54,F,Bogotá,1,2,0,2852
5577,persona_5577,24,M,Bogotá,3,1,1,4097
5578,persona_5578,51,F,Chía,2,0,2,6946
5579,persona_5579,34,M,Bogotá,1,4,2,4319
5580,persona_5580,64,M,Zipa,1,1,2,4021
5581,persona_5581,43,M,Cajica,3,1,2,2341
5582,persona_5582,62,F,Zipa,0,3,2,4614
5583,persona_5583,56,F,Tenjo,1,2,1,947
5584,persona_5584,62,M,Zipa,2,0,0,2853
5585,persona_5585,47,F,Chía,3,2,2,5037
5586,persona_5586,33,F,Bogotá,0,4,0,4445
5587,persona_5587,61,M,Tenjo,3,2,1,2859
5588,persona_5588,46,F,Chía,2,2,2,4281
5589,persona_5589,58,M,Bogotá,0,5,2,2234
5590,persona_5590,34,F,Bogotá,1,1,2,954
5591,persona_5591,30,F,Tenjo,1,4,2,1838
5592,persona_5592,44,F,Tenjo,2,3,2,6020
5593,persona_5593,24,F,Zipa,1,2,1,6698
5594,persona_5594,39,M,Bogotá,2,3,2,1931
5595,persona_5595,39,M,Tenjo,0,2,0,4261
5596,persona_5596,46,F,Zipa,1,1,2,2338
5597,persona_5597,57,F,Cajica,1,4,2,2421
5598,persona_5598,60,M,Cajica,2,2,2,4824
5599,persona_5599,41,F,Cajica,1,4,0,3842
5600,persona_5600,29,M,Bogotá,0,4,2,5650
5601,persona_5601,70,M,Zipa,1,0,0,3230
5602,persona_5602,52,M,Zipa,0,0,0,6161
5603,persona_5603,29,M,Tenjo,0,4,2,4862
5604,persona_5604,50,F,Bogotá,2,1,1,4135
5605,persona_5605,69,F,Bogotá,1,0,1,6128
5606,persona_5606,21,F,Tenjo,0,1,0,4613
5607,persona_5607,28,M,Zipa,1,2,0,3088
5608,persona_5608,21,F,Cajica,0,1,1,3717
5609,persona_5609,49,F,Bogotá,2,0,1,2938
5610,persona_5610,44,F,Tenjo,3,0,2,3984
5611,persona_5611,34,F,Cajica,3,3,2,5201
5612,persona_5612,36,M,Chía,0,1,2,2816
5613,persona_5613,34,F,Zipa,1,5,1,5137
5614,persona_5614,65,F,Bogotá,0,3,1,5025
5615,persona_5615,69,M,Cajica,2,3,1,2530
5616,persona_5616,35,M,Bogotá,1,4,0,4570
5617,persona_5617,55,M,Tenjo,3,4,1,4277
